#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Timestamp (s)
4.0495900000e+09, 4.5362532139e-01, -7.2620801628e-02, -6.7561523402e+00, -1.5874285095e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496000000e+09, 4.5294824243e-01, -7.4948973954e-02, -6.7617171448e+00, -1.6398332883e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496100000e+09, 4.5328772068e-01, -7.5336225331e-02, -6.7541857194e+00, -1.6469417288e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496200000e+09, 4.5227521658e-01, -7.5798653066e-02, -6.7716422288e+00, -1.6605089870e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496300000e+09, 4.5308917761e-01, -7.6865166426e-02, -6.7531008225e+00, -1.6804693798e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496400000e+09, 4.5223954320e-01, -7.8219048679e-02, -6.7646157855e+00, -1.7126495180e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496500000e+09, 4.5240944624e-01, -7.8434295952e-02, -6.7607532463e+00, -1.7166381610e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496600000e+09, 4.5215451717e-01, -7.9165942967e-02, -6.7631288676e+00, -1.7332914660e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496700000e+09, 4.5208460093e-01, -8.0103158951e-02, -6.7613556908e+00, -1.7536612704e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496800000e+09, 4.5161002874e-01, -8.0619402230e-02, -6.7684878737e+00, -1.7665468136e-01, -3.2000000000e+01, 1.7513763914e+09
4.0496900000e+09, 4.5196384191e-01, -8.2839347422e-02, -6.7544249930e+00, -1.8127548410e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497000000e+09, 4.5255494118e-01, -8.2998208702e-02, -6.7429006116e+00, -1.8138348678e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497100000e+09, 4.5099765062e-01, -8.4295757115e-02, -6.7673829484e+00, -1.8477746890e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497200000e+09, 4.4995838404e-01, -8.6092516780e-02, -6.7804039005e+00, -1.8904953589e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497300000e+09, 4.5179691911e-01, -8.5811741650e-02, -6.7472225577e+00, -1.8769855641e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497400000e+09, 4.5070627332e-01, -8.8066108525e-02, -6.7594033876e+00, -1.9296454090e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497500000e+09, 4.5114439726e-01, -8.8268645108e-02, -6.7505401170e+00, -1.9321418025e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497600000e+09, 4.5038476586e-01, -8.9427858591e-02, -6.7603920799e+00, -1.9600940721e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497700000e+09, 4.4989112019e-01, -9.1221705079e-02, -6.7628719482e+00, -2.0005179553e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497800000e+09, 4.5009508729e-01, -9.3038007617e-02, -6.7522043151e+00, -2.0383663322e-01, -3.2000000000e+01, 1.7513763914e+09
4.0497900000e+09, 4.4952654839e-01, -9.2239528894e-02, -6.7657824165e+00, -2.0238343865e-01, -3.2000000000e+01, 1.7513763914e+09
